ImageName,LatitudeDD,LongitudeDD,DepthInMeters,SurveyID,Locality,Presence
DSC-12145,26.3904,-84.7589,424,NF-1708,Long Mound South,0
DSC-12146,26.3904,-84.7589,424,NF-1708,Long Mound South,0
DSC-12147,26.3903,-84.7589,423,NF-1708,Long Mound South,0
DSC-12148,26.3903,-84.7589,423,NF-1708,Long Mound South,0
DSC-12149,26.3903,-84.7589,423,NF-1708,Long Mound South,0
DSC-12150,26.3903,-84.7589,423,NF-1708,Long Mound South,0
DSC-12151,26.3903,-84.7589,424,NF-1708,Long Mound South,0
DSC-12152,26.3904,-84.7589,426,NF-1708,Long Mound South,0
DSC-12153,26.3903,-84.7589,424,NF-1708,Long Mound South,0
DSC-12154,26.3902,-84.7590,426,NF-1708,Long Mound South,0
DSC-12155,26.3902,-84.7590,427,NF-1708,Long Mound South,0
DSC-12156,26.3902,-84.7590,427,NF-1708,Long Mound South,0
DSC-12157,26.3901,-84.7590,428,NF-1708,Long Mound South,0
DSC-12158,26.3901,-84.7590,428,NF-1708,Long Mound South,0
DSC-12159,26.3902,-84.7590,426,NF-1708,Long Mound South,0
DSC-12160,26.3901,-84.7589,428,NF-1708,Long Mound South,0
DSC-12161,26.3900,-84.7589,428,NF-1708,Long Mound South,0
DSC-12162,26.3901,-84.7589,428,NF-1708,Long Mound South,0
DSC-12163,26.3900,-84.7589,428,NF-1708,Long Mound South,0
DSC-12164,26.3900,-84.7588,428,NF-1708,Long Mound South,0
DSC-12165,26.3900,-84.7589,428,NF-1708,Long Mound South,0
DSC-12166,26.3900,-84.7588,428,NF-1708,Long Mound South,0
DSC-12167,26.3899,-84.7588,429,NF-1708,Long Mound South,0
DSC-12168,26.3899,-84.7588,429,NF-1708,Long Mound South,0
DSC-12169,26.3900,-84.7588,428,NF-1708,Long Mound South,0
DSC-12170,26.3898,-84.7587,429,NF-1708,Long Mound South,0
DSC-12171,26.3898,-84.7587,429,NF-1708,Long Mound South,0
DSC-12172,26.3898,-84.7587,429,NF-1708,Long Mound South,0
DSC-12173,26.3897,-84.7587,428,NF-1708,Long Mound South,0
DSC-12174,26.3897,-84.7587,428,NF-1708,Long Mound South,0
DSC-12175,26.3897,-84.7587,428,NF-1708,Long Mound South,0
DSC-12176,26.3896,-84.7586,428,NF-1708,Long Mound South,0
DSC-12177,26.3896,-84.7586,428,NF-1708,Long Mound South,0
DSC-12178,26.3899,-84.7588,429,NF-1708,Long Mound South,0
DSC-12179,26.3896,-84.7586,428,NF-1708,Long Mound South,0
DSC-12180,26.3896,-84.7586,428,NF-1708,Long Mound South,0
DSC-12182,26.3896,-84.7586,428,NF-1708,Long Mound South,0
DSC-12183,26.3896,-84.7586,428,NF-1708,Long Mound South,0
DSC-12187,26.3895,-84.7585,428,NF-1708,Long Mound South,0
DSC-12193,26.3895,-84.7585,428,NF-1708,Long Mound South,0
DSC-12194,26.3893,-84.7584,428,NF-1708,Long Mound South,0
DSC-12195,26.3894,-84.7585,428,NF-1708,Long Mound South,0
DSC-12197,26.3893,-84.7584,428,NF-1708,Long Mound South,0
DSC-12198,26.3893,-84.7584,428,NF-1708,Long Mound South,0
DSC-12203,26.3894,-84.7583,430,NF-1708,Long Mound South,0
DSC-12206,26.3894,-84.7583,430,NF-1708,Long Mound South,0
DSC-12209,26.3893,-84.7584,431,NF-1708,Long Mound South,0
DSC-12210,26.3893,-84.7584,430,NF-1708,Long Mound South,0
DSC-12211,26.3893,-84.7584,430,NF-1708,Long Mound South,0
DSC-12212,26.3892,-84.7584,430,NF-1708,Long Mound South,0
DSC-12213,26.3892,-84.7584,430,NF-1708,Long Mound South,0
DSC-12214,26.3892,-84.7584,430,NF-1708,Long Mound South,0
DSC-12215,26.3892,-84.7585,429,NF-1708,Long Mound South,0
DSC-12216,26.3892,-84.7585,429,NF-1708,Long Mound South,0
DSC-12217,26.3892,-84.7585,429,NF-1708,Long Mound South,0
DSC-12218,26.3891,-84.7585,429,NF-1708,Long Mound South,0
DSC-12219,26.3891,-84.7585,429,NF-1708,Long Mound South,0
DSC-12220,26.3891,-84.7585,429,NF-1708,Long Mound South,0
DSC-12221,26.3890,-84.7585,429,NF-1708,Long Mound South,0
DSC-12222,26.3890,-84.7585,429,NF-1708,Long Mound South,0
DSC-12223,26.3890,-84.7585,429,NF-1708,Long Mound South,0
DSC-12226,26.3889,-84.7585,428,NF-1708,Long Mound South,0
DSC-12227,26.3889,-84.7585,427,NF-1708,Long Mound South,0
DSC-12228,26.3889,-84.7585,427,NF-1708,Long Mound South,0
DSC-12233,26.3889,-84.7585,427,NF-1708,Long Mound South,0
DSC-12234,26.3889,-84.7585,426,NF-1708,Long Mound South,0
DSC-12235,26.3889,-84.7585,426,NF-1708,Long Mound South,0
DSC-12236,26.3889,-84.7585,426,NF-1708,Long Mound South,0
DSC-12237,26.3889,-84.7585,426,NF-1708,Long Mound South,0
DSC-12238,26.3889,-84.7585,426,NF-1708,Long Mound South,0
DSC-12239,26.3889,-84.7584,427,NF-1708,Long Mound South,0
DSC-12241,26.3889,-84.7584,427,NF-1708,Long Mound South,0
DSC-12242,26.3888,-84.7585,427,NF-1708,Long Mound South,0
DSC-12243,26.3888,-84.7585,427,NF-1708,Long Mound South,0
DSC-12244,26.3888,-84.7585,427,NF-1708,Long Mound South,0
DSC-12245,26.3888,-84.7585,427,NF-1708,Long Mound South,0
DSC-12246,26.3888,-84.7585,427,NF-1708,Long Mound South,0
DSC-12247,26.3888,-84.7585,427,NF-1708,Long Mound South,0
DSC-12248,26.3887,-84.7585,419,NF-1708,Long Mound South,0
DSC-12249,26.3887,-84.7585,419,NF-1708,Long Mound South,0
DSC-12250,26.3887,-84.7585,419,NF-1708,Long Mound South,0
DSC-12251,26.3887,-84.7586,420,NF-1708,Long Mound South,0
DSC-12252,26.3887,-84.7586,420,NF-1708,Long Mound South,0
DSC-12253,26.3887,-84.7586,420,NF-1708,Long Mound South,0
DSC-12254,26.3887,-84.7587,418,NF-1708,Long Mound South,0
DSC-12255,26.3887,-84.7587,418,NF-1708,Long Mound South,0
DSC-12257,26.3887,-84.7587,418,NF-1708,Long Mound South,0
DSC-12258,26.3887,-84.7588,418,NF-1708,Long Mound South,0
DSC-12259,26.3887,-84.7588,418,NF-1708,Long Mound South,0
DSC-12260,26.3887,-84.7589,418,NF-1708,Long Mound South,0
DSC-12261,26.3887,-84.7589,418,NF-1708,Long Mound South,0
DSC-12262,26.3893,-84.7583,430,NF-1708,Long Mound South,0
DSC-12263,26.3887,-84.7589,418,NF-1708,Long Mound South,0
DSC-12264,26.3887,-84.7590,418,NF-1708,Long Mound South,0
DSC-12267,26.3887,-84.7590,418,NF-1708,Long Mound South,0
DSC-12268,26.3887,-84.7590,418,NF-1708,Long Mound South,0
DSC-12271,26.3887,-84.7590,418,NF-1708,Long Mound South,0
DSC-12272,26.3887,-84.7591,418,NF-1708,Long Mound South,0
DSC-12273,26.3887,-84.7592,419,NF-1708,Long Mound South,0
DSC-12274,26.3887,-84.7592,419,NF-1708,Long Mound South,0
DSC-12275,26.3887,-84.7592,419,NF-1708,Long Mound South,0
DSC-12276,26.3887,-84.7592,419,NF-1708,Long Mound South,0
DSC-12277,26.3887,-84.7592,419,NF-1708,Long Mound South,0
DSC-12278,26.3887,-84.7592,419,NF-1708,Long Mound South,0
DSC-12279,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12280,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12281,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12282,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12285,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12286,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12288,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12291,26.3887,-84.7593,418,NF-1708,Long Mound South,0
DSC-12292,26.3887,-84.7593,418,NF-1708,Long Mound South,0
DSC-12293,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12294,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12295,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12298,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12299,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12301,26.3203,-84.7421,411,NF-1708,North Reed Site,0
DSC-12303,26.3887,-84.7593,419,NF-1708,Long Mound South,0
DSC-12307,26.3203,-84.7422,421,NF-1708,North Reed Site,0
DSC-12309,26.3205,-84.7420,422,NF-1708,North Reed Site,0
DSC-12310,26.3204,-84.7422,422,NF-1708,North Reed Site,0
DSC-12313,26.3207,-84.7418,422,NF-1708,North Reed Site,0
DSC-12314,26.3212,-84.7412,421,NF-1708,North Reed Site,0
DSC-12315,26.3213,-84.7411,420,NF-1708,North Reed Site,0
DSC-12317,26.3212,-84.7409,420,NF-1708,North Reed Site,0
DSC-12319,26.3212,-84.7409,420,NF-1708,North Reed Site,0
DSC-12322,26.3212,-84.7409,420,NF-1708,North Reed Site,0
DSC-12325,26.3212,-84.7409,421,NF-1708,North Reed Site,0
DSC-12327,26.3212,-84.7410,420,NF-1708,North Reed Site,0
DSC-12328,26.3212,-84.7409,421,NF-1708,North Reed Site,0
DSC-12331,26.3212,-84.7410,421,NF-1708,North Reed Site,0
DSC-12332,26.3212,-84.7410,421,NF-1708,North Reed Site,0
DSC-12333,26.3212,-84.7410,421,NF-1708,North Reed Site,0
DSC-12335,26.3211,-84.7410,421,NF-1708,North Reed Site,0
DSC-12337,26.3213,-84.7410,420,NF-1708,North Reed Site,0
DSC-12339,26.3211,-84.7410,421,NF-1708,North Reed Site,0
DSC-12346,26.3211,-84.7410,421,NF-1708,North Reed Site,0
DSC-12347,26.3212,-84.7411,421,NF-1708,North Reed Site,0
DSC-12350,26.3211,-84.7410,421,NF-1708,North Reed Site,0
DSC-12351,26.3213,-84.7411,421,NF-1708,North Reed Site,0
DSC-12357,26.3213,-84.7412,417,NF-1708,North Reed Site,0
DSC-12360,26.3214,-84.7412,418,NF-1708,North Reed Site,0
DSC-12378,26.3214,-84.7413,419,NF-1708,North Reed Site,0
DSC-12379,26.3213,-84.7413,421,NF-1708,North Reed Site,0
DSC-12383,26.3213,-84.7412,421,NF-1708,North Reed Site,0
DSC-12384,26.3211,-84.7410,422,NF-1708,North Reed Site,0
DSC-12387,26.3211,-84.7410,422,NF-1708,North Reed Site,0
DSC-12389,26.3204,-84.7414,420,NF-1708,North Reed Site,0
DSC-12390,26.3204,-84.7414,420,NF-1708,North Reed Site,0
DSC-12391,26.3205,-84.7415,420,NF-1708,North Reed Site,0
DSC-12392,26.3214,-84.7412,421,NF-1708,North Reed Site,0
DSC-12393,26.3204,-84.7415,421,NF-1708,North Reed Site,0
DSC-12394,26.3205,-84.7416,420,NF-1708,North Reed Site,0
DSC-12398,26.3203,-84.7415,421,NF-1708,North Reed Site,0
DSC-12400,26.3203,-84.7415,421,NF-1708,North Reed Site,0
DSC-12403,26.3204,-84.7416,420,NF-1708,North Reed Site,0
DSC-12405,26.3205,-84.7418,419,NF-1708,North Reed Site,0
DSC-12408,26.3205,-84.7418,419,NF-1708,North Reed Site,0
DSC-12411,26.3205,-84.7418,419,NF-1708,North Reed Site,0
DSC-12416,26.3204,-84.7417,419,NF-1708,North Reed Site,0
DSC-12426,26.3204,-84.7416,419,NF-1708,North Reed Site,0
DSC-12427,26.3204,-84.7415,421,NF-1708,North Reed Site,0
DSC-12429,26.3204,-84.7417,420,NF-1708,North Reed Site,0
DSC-12431,26.3204,-84.7417,419,NF-1708,North Reed Site,0
DSC-12439,26.3204,-84.7418,419,NF-1708,North Reed Site,0
DSC-12446,26.3204,-84.7418,419,NF-1708,North Reed Site,0
DSC-12464,26.3205,-84.7419,419,NF-1708,North Reed Site,0
DSC-12466,26.3205,-84.7419,419,NF-1708,North Reed Site,0
DSC-12468,26.3204,-84.7417,420,NF-1708,North Reed Site,0
DSC-12470,26.3205,-84.7419,419,NF-1708,North Reed Site,0
DSC-12472,26.3204,-84.7418,419,NF-1708,North Reed Site,0
DSC-12474,26.3204,-84.7419,419,NF-1708,North Reed Site,0
DSC-12475,26.3204,-84.7419,419,NF-1708,North Reed Site,0
DSC-12479,26.3203,-84.7418,419,NF-1708,North Reed Site,0
DSC-12482,26.3203,-84.7418,418,NF-1708,North Reed Site,0
DSC-12483,26.3204,-84.7419,419,NF-1708,North Reed Site,0
DSC-12484,26.3204,-84.7419,419,NF-1708,North Reed Site,0
DSC-12485,26.3203,-84.7419,418,NF-1708,North Reed Site,0
DSC-12486,26.3203,-84.7418,418,NF-1708,North Reed Site,0
DSC-12488,26.3204,-84.7419,418,NF-1708,North Reed Site,0
DSC-12490,26.3203,-84.7418,418,NF-1708,North Reed Site,0
DSC-12494,26.3202,-84.7417,418,NF-1708,North Reed Site,0
DSC-12495,26.3203,-84.7419,418,NF-1708,North Reed Site,0
DSC-12498,26.3203,-84.7419,417,NF-1708,North Reed Site,0
DSC-12500,26.3203,-84.7419,416,NF-1708,North Reed Site,0
DSC-12505,26.3203,-84.7419,417,NF-1708,North Reed Site,0
DSC-12507,26.3202,-84.7418,417,NF-1708,North Reed Site,0
DSC-12511,26.3203,-84.7418,419,NF-1708,North Reed Site,0
DSC-12514,26.3202,-84.7418,417,NF-1708,North Reed Site,0
DSC-12515,26.3202,-84.7419,417,NF-1708,North Reed Site,0
DSC-12517,26.3202,-84.7418,418,NF-1708,North Reed Site,0
DSC-12520,26.3201,-84.7417,418,NF-1708,North Reed Site,0
DSC-12525,26.3202,-84.7420,417,NF-1708,North Reed Site,0
DSC-12527,26.3202,-84.7419,417,NF-1708,North Reed Site,0
DSC-12529,26.3202,-84.7420,415,NF-1708,North Reed Site,0
DSC-12532,26.3203,-84.7421,416,NF-1708,North Reed Site,0
DSC-12534,26.3203,-84.7422,416,NF-1708,North Reed Site,0
DSC-12535,26.3203,-84.7420,415,NF-1708,North Reed Site,0
DSC-12537,26.3203,-84.7421,417,NF-1708,North Reed Site,0
DSC-12542,26.3203,-84.7422,417,NF-1708,North Reed Site,0
DSC-12543,26.3203,-84.7422,417,NF-1708,North Reed Site,0
DSC-12546,26.3201,-84.7420,416,NF-1708,North Reed Site,0
DSC-12547,26.3202,-84.7420,414,NF-1708,North Reed Site,0
DSC-12553,26.3201,-84.7420,415,NF-1708,North Reed Site,0
DSC-12556,26.3201,-84.7420,415,NF-1708,North Reed Site,0
DSC-12558,26.3202,-84.7420,416,NF-1708,North Reed Site,0
DSC-12559,26.3201,-84.7420,417,NF-1708,North Reed Site,0
DSC-12561,26.3199,-84.7421,419,NF-1708,North Reed Site,0
DSC-12564,26.3199,-84.7420,418,NF-1708,North Reed Site,0
DSC-12565,26.3201,-84.7422,418,NF-1708,North Reed Site,0
DSC-12572,26.3199,-84.7421,418,NF-1708,North Reed Site,0
DSC-12573,26.3199,-84.7421,419,NF-1708,North Reed Site,0
DSC-12574,26.3200,-84.7423,419,NF-1708,North Reed Site,0
DSC-12578,26.3200,-84.7423,420,NF-1708,North Reed Site,0
DSC-12580,26.3200,-84.7424,420,NF-1708,North Reed Site,0
DSC-12581,26.3198,-84.7423,421,NF-1708,North Reed Site,0
DSC-12582,26.3199,-84.7424,421,NF-1708,North Reed Site,0
DSC-12583,26.3198,-84.7424,420,NF-1708,North Reed Site,0
DSC-12584,26.3198,-84.7424,421,NF-1708,North Reed Site,0
DSC-12585,26.3198,-84.7424,421,NF-1708,North Reed Site,0
DSC-12587,26.3198,-84.7424,422,NF-1708,North Reed Site,0
DSC-12600,26.3197,-84.7423,422,NF-1708,North Reed Site,0
DSC-12604,26.3197,-84.7425,422,NF-1708,North Reed Site,0
DSC-12605,26.3196,-84.7423,423,NF-1708,North Reed Site,0
DSC-12607,26.3195,-84.7423,423,NF-1708,North Reed Site,0
DSC-12609,26.3196,-84.7424,423,NF-1708,North Reed Site,0
DSC-12610,26.3196,-84.7424,422,NF-1708,North Reed Site,0
DSC-12611,26.3196,-84.7425,422,NF-1708,North Reed Site,0
DSC-12614,26.3196,-84.7425,422,NF-1708,North Reed Site,0
DSC-12618,26.3195,-84.7423,422,NF-1708,North Reed Site,0
DSC-12619,26.3195,-84.7424,422,NF-1708,North Reed Site,0
DSC-12622,26.3196,-84.7424,422,NF-1708,North Reed Site,0
DSC-12624,26.3195,-84.7422,422,NF-1708,North Reed Site,0
DSC-12625,26.3194,-84.7423,421,NF-1708,North Reed Site,0
DSC-12630,26.3195,-84.7424,420,NF-1708,North Reed Site,0
DSC-12631,26.3195,-84.7424,420,NF-1708,North Reed Site,0
DSC-12636,26.3194,-84.7423,420,NF-1708,North Reed Site,0
DSC-12638,26.3200,-84.7421,417,NF-1708,North Reed Site,0
DSC-12640,26.3194,-84.7422,420,NF-1708,North Reed Site,0
DSC-12642,26.3193,-84.7422,419,NF-1708,North Reed Site,0
DSC-12645,26.3194,-84.7422,419,NF-1708,North Reed Site,0
DSC-12646,26.3194,-84.7423,419,NF-1708,North Reed Site,0
DSC-12650,26.3193,-84.7422,419,NF-1708,North Reed Site,0
DSC-12653,26.3194,-84.7423,419,NF-1708,North Reed Site,0
DSC-12654,26.3194,-84.7424,419,NF-1708,North Reed Site,0
DSC-12655,26.3193,-84.7421,420,NF-1708,North Reed Site,0
DSC-12656,26.3194,-84.7424,419,NF-1708,North Reed Site,0
DSC-12657,26.3194,-84.7424,419,NF-1708,North Reed Site,0
DSC-12660,26.3193,-84.7423,419,NF-1708,North Reed Site,0
DSC-12664,26.3193,-84.7423,419,NF-1708,North Reed Site,0
DSC-12666,26.3193,-84.7424,421,NF-1708,North Reed Site,0
DSC-12668,26.3193,-84.7424,421,NF-1708,North Reed Site,0
DSC-12669,26.3193,-84.7425,422,NF-1708,North Reed Site,0
DSC-12672,26.3192,-84.7425,422,NF-1708,North Reed Site,0
DSC-12673,26.3192,-84.7425,423,NF-1708,North Reed Site,0
DSC-12679,26.3192,-84.7425,423,NF-1708,North Reed Site,0
DSC-12687,26.3194,-84.7424,418,NF-1708,North Reed Site,0
DSC-12689,26.3192,-84.7424,421,NF-1708,North Reed Site,0
DSC-12706,26.3194,-84.7424,418,NF-1708,North Reed Site,0
DSC-12710,26.3194,-84.7424,422,NF-1708,North Reed Site,0
DSC-12712,26.3193,-84.7424,425,NF-1708,North Reed Site,0
DSC-12712,26.3193,-84.7425,425,NF-1708,North Reed Site,0
DSC-12715,26.3193,-84.7425,425,NF-1708,North Reed Site,0
DSC-12717,26.3192,-84.7426,428,NF-1708,North Reed Site,0
DSC-12721,26.3192,-84.7426,430,NF-1708,North Reed Site,0
DSC-12724,26.3192,-84.7426,431,NF-1708,North Reed Site,0
DSC-12733,26.3191,-84.7426,431,NF-1708,North Reed Site,0
DSC-12736,26.3191,-84.7426,432,NF-1708,North Reed Site,0
DSC-12742,26.3191,-84.7426,432,NF-1708,North Reed Site,0
DSC-12743,26.3190,-84.7425,432,NF-1708,North Reed Site,0
DSC-12745,26.3190,-84.7424,432,NF-1708,North Reed Site,0
DSC-12748,26.3190,-84.7423,432,NF-1708,North Reed Site,0
DSC-12754,26.3192,-84.7425,420,NF-1708,North Reed Site,0
DSC-12756,26.3190,-84.7421,433,NF-1708,North Reed Site,0
DSC-12759,26.3189,-84.7426,435,NF-1708,North Reed Site,0
DSC-12761,26.3189,-84.7426,435,NF-1708,North Reed Site,0
DSC-12764,26.3189,-84.7424,434,NF-1708,North Reed Site,0
DSC-12766,26.3189,-84.7427,435,NF-1708,North Reed Site,0
DSC-12767,26.3189,-84.7424,434,NF-1708,North Reed Site,0
DSC-12771,26.3189,-84.7424,434,NF-1708,North Reed Site,0
DSC-12773,26.3189,-84.7424,434,NF-1708,North Reed Site,0
DSC-12784,26.3189,-84.7424,434,NF-1708,North Reed Site,0
DSC-12791,26.3189,-84.7425,435,NF-1708,North Reed Site,0
DSC-12807,26.3188,-84.7425,436,NF-1708,North Reed Site,0
DSC-12810,26.3189,-84.7427,435,NF-1708,North Reed Site,0
DSC-12812,26.3188,-84.7425,436,NF-1708,North Reed Site,0
DSC-12813,26.3188,-84.7424,436,NF-1708,North Reed Site,0
DSC-12817,26.3187,-84.7424,436,NF-1708,North Reed Site,0
DSC-12823,26.3187,-84.7425,435,NF-1708,North Reed Site,0
DSC-12826,26.3187,-84.7425,434,NF-1708,North Reed Site,0
DSC-12827,26.3187,-84.7424,432,NF-1708,North Reed Site,0
DSC-12831,26.3189,-84.7427,427,NF-1708,North Reed Site,0
DSC-12835,26.3189,-84.7425,424,NF-1708,North Reed Site,0
DSC-12837,26.3189,-84.7424,425,NF-1708,North Reed Site,0
DSC-12842,26.3189,-84.7423,426,NF-1708,North Reed Site,0
DSC-12845,26.3188,-84.7425,436,NF-1708,North Reed Site,0
DSC-12851,26.3189,-84.7424,425,NF-1708,North Reed Site,0
DSC-12852,26.3188,-84.7424,425,NF-1708,North Reed Site,0
DSC-12853,26.3188,-84.7424,424,NF-1708,North Reed Site,0
DSC-12854,26.3188,-84.7424,426,NF-1708,North Reed Site,0
DSC-12862,26.3188,-84.7424,425,NF-1708,North Reed Site,0
DSC-12867,26.3188,-84.7425,426,NF-1708,North Reed Site,0
DSC-12871,26.3187,-84.7425,426,NF-1708,North Reed Site,0
DSC-12877,26.3187,-84.7424,425,NF-1708,North Reed Site,0
DSC-12879,26.3186,-84.7423,425,NF-1708,North Reed Site,0
DSC-12882,26.3187,-84.7424,426,NF-1708,North Reed Site,0
DSC-12884,26.3186,-84.7423,425,NF-1708,North Reed Site,0
DSC-12885,26.3186,-84.7423,425,NF-1708,North Reed Site,0
DSC-12886,26.3186,-84.7423,424,NF-1708,North Reed Site,0
DSC-12891,26.3186,-84.7423,424,NF-1708,North Reed Site,0
DSC-12895,26.3186,-84.7423,424,NF-1708,North Reed Site,0
DSC-12900,26.3186,-84.7424,424,NF-1708,North Reed Site,0
DSC-12903,26.3186,-84.7424,424,NF-1708,North Reed Site,0
DSC-12909,26.3187,-84.7425,420,NF-1708,North Reed Site,0
DSC-12911,26.3186,-84.7424,420,NF-1708,North Reed Site,0
DSC-12912,26.3187,-84.7424,420,NF-1708,North Reed Site,0
DSC-12919,26.3186,-84.7423,419,NF-1708,North Reed Site,0
DSC-12922,26.3186,-84.7422,419,NF-1708,North Reed Site,0
DSC-12923,26.3186,-84.7422,419,NF-1708,North Reed Site,0
DSC-12930,26.3187,-84.7423,419,NF-1708,North Reed Site,0
DSC-12933,26.3186,-84.7422,419,NF-1708,North Reed Site,0
DSC-12937,26.3186,-84.7422,419,NF-1708,North Reed Site,0
DSC-12940,26.3186,-84.7423,425,NF-1708,North Reed Site,0
DSC-12942,26.3186,-84.7421,419,NF-1708,North Reed Site,0
DSC-12944,26.3186,-84.7420,419,NF-1708,North Reed Site,0
DSC-12946,26.3186,-84.7420,419,NF-1708,North Reed Site,0
DSC-12948,26.3186,-84.7419,419,NF-1708,North Reed Site,0
DSC-12954,26.3185,-84.7418,418,NF-1708,North Reed Site,0
DSC-12956,26.3185,-84.7419,419,NF-1708,North Reed Site,0
DSC-12957,26.3185,-84.7417,417,NF-1708,North Reed Site,0
DSC-12958,26.3185,-84.7417,418,NF-1708,North Reed Site,0
DSC-12968,26.3185,-84.7419,417,NF-1708,North Reed Site,0
DSC-12970,26.3185,-84.7418,417,NF-1708,North Reed Site,0
DSC-12972,26.3185,-84.7420,417,NF-1708,North Reed Site,0
DSC-12976,26.3185,-84.7420,416,NF-1708,North Reed Site,0
DSC-12986,26.3185,-84.7420,417,NF-1708,North Reed Site,0
DSC-12989,26.3185,-84.7419,416,NF-1708,North Reed Site,0
DSC-12991,26.3185,-84.7420,415,NF-1708,North Reed Site,0
DSC-12996,26.3185,-84.7419,413,NF-1708,North Reed Site,0
DSC-12999,26.3185,-84.7420,414,NF-1708,North Reed Site,0
DSC-13000,26.3185,-84.7419,415,NF-1708,North Reed Site,0
DSC-13005,26.3184,-84.7419,414,NF-1708,North Reed Site,0
DSC-13009,26.3184,-84.7419,414,NF-1708,North Reed Site,0
DSC-13019,26.3185,-84.7421,414,NF-1708,North Reed Site,0
DSC-13052,26.3184,-84.7421,414,NF-1708,North Reed Site,0
DSC-13053,26.3223,-84.7548,510,NF-1708,North Reed Site (deep),0
DSC-13054,26.3223,-84.7548,510,NF-1708,North Reed Site (deep),0
DSC-13055,26.3223,-84.7549,510,NF-1708,North Reed Site (deep),0
DSC-13056,26.3223,-84.7549,511,NF-1708,North Reed Site (deep),0
DSC-13057,26.3223,-84.7549,511,NF-1708,North Reed Site (deep),0
DSC-13058,26.3223,-84.7550,512,NF-1708,North Reed Site (deep),0
DSC-13059,26.3223,-84.7550,512,NF-1708,North Reed Site (deep),0
DSC-13060,26.3223,-84.7550,513,NF-1708,North Reed Site (deep),0
DSC-13061,26.3223,-84.7551,512,NF-1708,North Reed Site (deep),0
DSC-13062,26.3223,-84.7551,513,NF-1708,North Reed Site (deep),0
DSC-13063,26.3222,-84.7551,513,NF-1708,North Reed Site (deep),0
DSC-13064,26.3222,-84.7552,513,NF-1708,North Reed Site (deep),0
DSC-13065,26.3222,-84.7552,513,NF-1708,North Reed Site (deep),0
DSC-13066,26.3222,-84.7552,512,NF-1708,North Reed Site (deep),0
DSC-13067,26.3184,-84.7420,414,NF-1708,North Reed Site,0
DSC-13068,26.3222,-84.7553,513,NF-1708,North Reed Site (deep),0
DSC-13069,26.3222,-84.7554,513,NF-1708,North Reed Site (deep),0
DSC-13070,26.3221,-84.7554,513,NF-1708,North Reed Site (deep),0
DSC-13071,26.3221,-84.7554,513,NF-1708,North Reed Site (deep),0
DSC-13072,26.3221,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13073,26.3221,-84.7555,517,NF-1708,North Reed Site (deep),0
DSC-13074,26.3221,-84.7555,517,NF-1708,North Reed Site (deep),0
DSC-13075,26.3221,-84.7556,516,NF-1708,North Reed Site (deep),0
DSC-13076,26.3220,-84.7556,517,NF-1708,North Reed Site (deep),0
DSC-13077,26.3220,-84.7556,516,NF-1708,North Reed Site (deep),0
DSC-13078,26.3220,-84.7556,516,NF-1708,North Reed Site (deep),0
DSC-13079,26.3220,-84.7557,516,NF-1708,North Reed Site (deep),0
DSC-13082,26.3220,-84.7557,519,NF-1708,North Reed Site (deep),0
DSC-13083,26.3219,-84.7557,520,NF-1708,North Reed Site (deep),0
DSC-13084,26.3219,-84.7557,520,NF-1708,North Reed Site (deep),0
DSC-13085,26.3218,-84.7557,519,NF-1708,North Reed Site (deep),0
DSC-13089,26.3218,-84.7557,518,NF-1708,North Reed Site (deep),0
DSC-13090,26.3217,-84.7557,513,NF-1708,North Reed Site (deep),0
DSC-13091,26.3222,-84.7553,513,NF-1708,North Reed Site (deep),0
DSC-13093,26.3216,-84.7557,514,NF-1708,North Reed Site (deep),0
DSC-13095,26.3216,-84.7556,514,NF-1708,North Reed Site (deep),0
DSC-13099,26.3215,-84.7556,514,NF-1708,North Reed Site (deep),1
DSC-13102,26.3215,-84.7556,514,NF-1708,North Reed Site (deep),1
DSC-13103,26.3214,-84.7556,514,NF-1708,North Reed Site (deep),0
DSC-13104,26.3213,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13105,26.3213,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13108,26.3213,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13111,26.3212,-84.7555,516,NF-1708,North Reed Site (deep),0
DSC-13112,26.3211,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13113,26.3211,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13115,26.3211,-84.7555,514,NF-1708,North Reed Site (deep),0
DSC-13116,26.3210,-84.7556,518,NF-1708,North Reed Site (deep),0
