SampleID,ImageName,LatitudeDD,LongitudeDD,DepthInMeters,ObservationDate,SurveyID,Locality,ScientificName,Presence,IndividualCount
DSC-15589_2178,DSC-15589,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,2
DSC-15597_2148,DSC-15597,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,2
DSC-15623_2212,DSC-15623,26.2047,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,2
DSC-15639_2117,DSC-15639,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,2
DSC-15641_2124,DSC-15641,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,2
DSC-15830_1728,DSC-15830,26.2096,-84.7124,426,8/19/2017,NF-1708,Many Mounds,Plumarella sp.,1,2
DSC-17257_2838,DSC-17257,26.7859,-84.8787,676,8/22/2017,NF-1708,North Wall,Plumarella sp.,1,2
DSC-17297_747,DSC-17297,26.7873,-84.8797,689,8/22/2017,NF-1708,North Wall,Plumarella sp.,1,2
DSC-17652_902,DSC-17652,25.6530,-84.5584,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,2
DSC-17669_709,DSC-17669,25.6531,-84.5578,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,2
DSC-17674_625,DSC-17674,25.6532,-84.5576,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,2
DSC-17679_595,DSC-17679,25.6532,-84.5574,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,2
DSC-11576_1071,DSC-11576,26.3992,-84.7661,415,8/14/2017,NF-1708,Long Mound South,Plumarella sp.,1,3
DSC-11963_1326,DSC-11963,26.3938,-84.7601,431,8/14/2017,NF-1708,Long Mound South,Plumarella sp.,1,3
DSC-12537_110,DSC-12537,26.3203,-84.7422,417,8/15/2017,NF-1708,North Reed Site,Plumarella sp.,1,3
DSC-14463_3121,DSC-14463,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Plumarella sp.,1,3
DSC-14527_3078,DSC-14527,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Plumarella sp.,1,3
DSC-15298_2521,DSC-15298,26.2071,-84.7259,498,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15477_1199,DSC-15477,26.2051,-84.7269,499,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15540_2289,DSC-15540,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15590_2215,DSC-15590,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15599_2190,DSC-15599,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15601_2194,DSC-15601,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15607_2200,DSC-15607,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15608_2203,DSC-15608,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-15635_2029,DSC-15635,26.2047,-84.7282,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,3
DSC-17177_2816,DSC-17177,26.7829,-84.8769,650,8/22/2017,NF-1708,North Wall,Plumarella sp.,1,3
DSC-17670_613,DSC-17670,25.6532,-84.5578,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,3
DSC-17680_590,DSC-17680,25.6531,-84.5574,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,3
DSC-15351_2497,DSC-15351,26.2064,-84.7262,511,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15453_1270,DSC-15453,26.2052,-84.7269,505,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15455_1211,DSC-15455,26.2052,-84.7269,505,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15582_2157,DSC-15582,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15587_2170,DSC-15587,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15592_2183,DSC-15592,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15604_2197,DSC-15604,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-15609_2208,DSC-15609,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,4
DSC-11589_1926,DSC-11589,26.3986,-84.7654,413,8/14/2017,NF-1708,Long Mound South,Plumarella sp.,1,5
DSC-12710_169,DSC-12710,26.3193,-84.7424,425,8/15/2017,NF-1708,North Reed Site,Plumarella sp.,1,5
DSC-15388_1190,DSC-15388,26.2058,-84.7266,504,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,5
DSC-15605_2198,DSC-15605,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,5
DSC-15628_2129,DSC-15628,26.2047,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,5
DSC-15647_2051,DSC-15647,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,5
DSC-17671_617,DSC-17671,25.6532,-84.5577,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,5
DSC-11602_1953,DSC-11602,26.3986,-84.7647,409,8/14/2017,NF-1708,Long Mound South,Plumarella sp.,1,6
DSC-18004_530,DSC-18004,25.6461,-84.5543,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,6
DSC-15550_2339,DSC-15550,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,7
DSC-15571_2244,DSC-15571,26.2045,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,7
DSC-15637_2035,DSC-15637,26.2047,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,7
DSC-12771_844,DSC-12771,26.3189,-84.7424,434,8/15/2017,NF-1708,North Reed Site,Plumarella sp.,1,8
DSC-15547_2273,DSC-15547,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,8
DSC-15576_2272,DSC-15576,26.2045,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,8
DSC-15546_2306,DSC-15546,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,9
DSC-15580_2151,DSC-15580,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,9
DSC-14996_2460,DSC-14996,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Plumarella sp.,1,10
DSC-17672_621,DSC-17672,25.6532,-84.5577,450,8/23/2017,NF-1708,Okeanos Ridge,Plumarella sp.,1,10
DSC-15573_2248,DSC-15573,26.2045,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,12
DSC-15544_2351,DSC-15544,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Plumarella sp.,1,14
DSC-11095_441,DSC-11095,26.4852,-84.7847,455,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11135_345,DSC-11135,26.4844,-84.7848,466,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11148_1220,DSC-11148,26.4842,-84.7848,463,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11179_1784,DSC-11179,26.4837,-84.7847,452,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11209_1807,DSC-11209,26.4831,-84.7838,460,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11225_1753,DSC-11225,26.4827,-84.7838,463,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11279_1752,DSC-11279,26.4819,-84.7839,418,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11323_1774,DSC-11323,26.4812,-84.7837,418,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11326_1759,DSC-11326,26.4812,-84.7836,416,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11327_2102,DSC-11327,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,Porifera,1,1
DSC-11454_1036,DSC-11454,26.4002,-84.7659,413,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11477_1027,DSC-11477,26.3997,-84.7666,414,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11511_1028,DSC-11511,26.3993,-84.7670,412,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11544_1101,DSC-11544,26.3994,-84.7670,413,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11560_1057,DSC-11560,26.3993,-84.7670,417,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11564_1060,DSC-11564,26.3993,-84.7670,417,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11578_1072,DSC-11578,26.3991,-84.7661,415,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11589_1928,DSC-11589,26.3986,-84.7654,413,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11630_1888,DSC-11630,26.3980,-84.7637,413,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11633_3235,DSC-11633,26.3980,-84.7637,416,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11636_1874,DSC-11636,26.3978,-84.7639,425,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11649_1871,DSC-11649,26.3972,-84.7643,426,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11725_1860,DSC-11725,26.3958,-84.7646,452,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11733_1739,DSC-11733,26.3955,-84.7649,449,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11734_1876,DSC-11734,26.3956,-84.7649,449,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11753_1944,DSC-11753,26.3967,-84.7646,442,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11769_1586,DSC-11769,26.3947,-84.7599,434,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11777_1349,DSC-11777,26.3945,-84.7603,434,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11778_1351,DSC-11778,26.3945,-84.7603,434,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11780_1559,DSC-11780,26.3945,-84.7603,433,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11797_1497,DSC-11797,26.3935,-84.7602,427,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11832_1455,DSC-11832,26.3916,-84.7598,430,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11890_1412,DSC-11890,26.3901,-84.7589,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11907_1379,DSC-11907,26.3893,-84.7584,430,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11941_1423,DSC-11941,26.3945,-84.7603,433,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11949_1406,DSC-11949,26.3943,-84.7601,433,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11951_1691,DSC-11951,26.3942,-84.7601,433,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11963_1324,DSC-11963,26.3938,-84.7601,431,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11969_1965,DSC-11969,26.3936,-84.7602,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11971_1369,DSC-11971,26.3935,-84.7602,426,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-11980_1962,DSC-11980,26.3935,-84.7602,425,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12015_1357,DSC-12015,26.3928,-84.7600,437,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12034_1976,DSC-12034,26.3920,-84.7599,433,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12042_1972,DSC-12042,26.3916,-84.7598,430,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12056_1968,DSC-12056,26.3913,-84.7599,427,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12062_1916,DSC-12062,26.3913,-84.7599,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12085_1937,DSC-12085,26.3908,-84.7599,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12101_1914,DSC-12101,26.3908,-84.7595,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12106_699,DSC-12106,26.3907,-84.7594,430,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12114_708,DSC-12114,26.3908,-84.7591,431,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12120_704,DSC-12120,26.3909,-84.7589,430,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12132_683,DSC-12132,26.3906,-84.7589,427,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12178_706,DSC-12178,26.3896,-84.7586,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12179_730,DSC-12179,26.3896,-84.7586,428,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12268_305,DSC-12268,26.3887,-84.7591,418,8/14/2017,NF-1708,Long Mound South,Porifera,1,1
DSC-12307_267,DSC-12307,26.3205,-84.7420,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12309_278,DSC-12309,26.3207,-84.7418,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12319_290,DSC-12319,26.3212,-84.7409,420,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12328_303,DSC-12328,26.3212,-84.7410,421,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12351_360,DSC-12351,26.3213,-84.7412,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12379_428,DSC-12379,26.3213,-84.7412,421,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12391_557,DSC-12391,26.3205,-84.7416,420,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12398_574,DSC-12398,26.3203,-84.7415,421,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12403_563,DSC-12403,26.3205,-84.7418,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12405_565,DSC-12405,26.3205,-84.7418,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12446_341,DSC-12446,26.3205,-84.7419,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12475_437,DSC-12475,26.3203,-84.7418,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12479_438,DSC-12479,26.3203,-84.7418,418,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12483_443,DSC-12483,26.3204,-84.7419,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12498_234,DSC-12498,26.3203,-84.7419,416,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12500_238,DSC-12500,26.3203,-84.7419,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12517_105,DSC-12517,26.3201,-84.7417,418,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12520_76,DSC-12520,26.3202,-84.7420,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12525_80,DSC-12525,26.3202,-84.7420,415,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12534_87,DSC-12534,26.3203,-84.7421,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12537_108,DSC-12537,26.3203,-84.7422,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12556_38,DSC-12556,26.3201,-84.7420,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12559_97,DSC-12559,26.3199,-84.7421,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12574_23,DSC-12574,26.3200,-84.7423,420,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12581_32,DSC-12581,26.3199,-84.7424,421,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12582_28,DSC-12582,26.3198,-84.7424,420,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12584_114,DSC-12584,26.3198,-84.7424,421,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12587_47,DSC-12587,26.3197,-84.7423,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12611_214,DSC-12611,26.3196,-84.7425,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12618_219,DSC-12618,26.3195,-84.7424,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12619_222,DSC-12619,26.3196,-84.7424,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12622_223,DSC-12622,26.3195,-84.7422,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12622_226,DSC-12622,26.3195,-84.7422,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12630_250,DSC-12630,26.3195,-84.7424,420,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12654_138,DSC-12654,26.3194,-84.7424,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12668_124,DSC-12668,26.3193,-84.7425,422,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12672_130,DSC-12672,26.3192,-84.7425,423,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12679_133,DSC-12679,26.3192,-84.7424,421,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12689_136,DSC-12689,26.3194,-84.7424,418,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12715_181,DSC-12715,26.3192,-84.7426,428,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12717_176,DSC-12717,26.3192,-84.7426,430,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12721_172,DSC-12721,26.3192,-84.7426,431,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12742_187,DSC-12742,26.3190,-84.7425,432,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12743_155,DSC-12743,26.3190,-84.7424,432,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12745_153,DSC-12745,26.3190,-84.7423,432,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12756_146,DSC-12756,26.3189,-84.7426,435,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12761_807,DSC-12761,26.3189,-84.7427,435,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12767_801,DSC-12767,26.3189,-84.7424,434,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12812_855,DSC-12812,26.3188,-84.7424,436,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12813_853,DSC-12813,26.3187,-84.7424,436,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12817_851,DSC-12817,26.3187,-84.7425,435,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12823_964,DSC-12823,26.3187,-84.7425,434,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12837_834,DSC-12837,26.3189,-84.7423,426,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12851_829,DSC-12851,26.3188,-84.7424,425,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12852_761,DSC-12852,26.3188,-84.7424,424,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12853_759,DSC-12853,26.3188,-84.7424,426,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12867_738,DSC-12867,26.3187,-84.7425,426,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12877_765,DSC-12877,26.3186,-84.7423,425,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12912_787,DSC-12912,26.3186,-84.7423,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12922_785,DSC-12922,26.3186,-84.7422,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12930_781,DSC-12930,26.3186,-84.7422,419,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-12958_860,DSC-12958,26.3185,-84.7419,417,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-13009_956,DSC-13009,26.3185,-84.7421,414,8/15/2017,NF-1708,North Reed Site,Porifera,1,1
DSC-13150_2981,DSC-13150,26.3188,-84.7558,522,8/15/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-13161_3030,DSC-13161,26.3183,-84.7560,522,8/15/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-13162_3033,DSC-13162,26.3182,-84.7560,520,8/15/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-13912_394,DSC-13912,26.1839,-84.7035,434,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13919_412,DSC-13919,26.1837,-84.7035,435,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13932_2874,DSC-13932,26.1836,-84.7035,431,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13945_258,DSC-13945,26.1835,-84.7036,431,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13947_261,DSC-13947,26.1835,-84.7036,431,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13956_259,DSC-13956,26.1835,-84.7035,435,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13964_255,DSC-13964,26.1835,-84.7034,437,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13967_274,DSC-13967,26.1834,-84.7034,437,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13968_454,DSC-13968,26.1834,-84.7035,438,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-13975_306,DSC-13975,26.1833,-84.7037,435,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-14044_243,DSC-14044,26.1828,-84.7038,435,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-14083_2924,DSC-14083,26.1826,-84.7038,437,8/16/2017,NF-1708,Many Mounds (deep),Porifera,1,1
DSC-14170_2935,DSC-14170,26.3367,-84.7602,515,8/17/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14177_3169,DSC-14177,26.3367,-84.7603,515,8/17/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14180_3175,DSC-14180,26.3367,-84.7604,515,8/17/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14183_3192,DSC-14183,26.3367,-84.7604,515,8/17/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14362_3158,DSC-14362,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14461_3207,DSC-14461,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14463_3123,DSC-14463,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14584_3085,DSC-14584,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14586_3082,DSC-14586,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15390_3048,DSC-15390,26.2058,-84.7266,505,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-17714_3052,DSC-17714,25.6530,-84.5564,450,8/23/2017,NF-1708,Okeanos Ridge,Porifera,1,1
DSC-17726_3106,DSC-17726,25.6529,-84.5563,450,8/23/2017,NF-1708,Okeanos Ridge,Porifera,1,1
DSC-17734_3113,DSC-17734,25.6525,-84.5564,450,8/23/2017,NF-1708,Okeanos Ridge,Porifera,1,1
DSC-14751_3164,DSC-14751,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14775_2657,DSC-14775,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14782_2652,DSC-14782,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14855_2610,DSC-14855,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14861_2618,DSC-14861,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14863_2620,DSC-14863,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14891_2697,DSC-14891,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14955_2663,DSC-14955,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-14982_2673,DSC-14982,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15103_2471,DSC-15103,26.3378,-84.7593,506,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15104_2474,DSC-15104,26.3378,-84.7593,505,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15105_2476,DSC-15105,26.3378,-84.7593,505,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15163_2439,DSC-15163,26.3378,-84.7593,474,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15167_2444,DSC-15167,26.3378,-84.7593,468,8/18/2017,NF-1708,North Reed Site (deep),Porifera,1,1
DSC-15284_2557,DSC-15284,26.2074,-84.7259,0,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15386_2500,DSC-15386,26.2058,-84.7266,505,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15420_2501,DSC-15420,26.2053,-84.7268,505,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15423_2503,DSC-15423,26.2053,-84.7269,505,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15444_2392,DSC-15444,26.2052,-84.7269,505,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15449_2322,DSC-15449,26.2052,-84.7269,505,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15477_1194,DSC-15477,26.2051,-84.7269,499,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15510_1272,DSC-15510,26.2048,-84.7282,496,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15513_2341,DSC-15513,26.2047,-84.7282,497,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15536_2284,DSC-15536,26.2046,-84.7283,496,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15542_2292,DSC-15542,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15543_2349,DSC-15543,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
DSC-15546_2307,DSC-15546,26.2046,-84.7284,496,8/18/2017,NF-1708,Many Mounds,Porifera,1,1
