SampleID,ImageName,ImageFilePath,LatitudeDD,LongitudeDD,DepthInMeters,ObservationDate,ObservationTime,SurveyID,Locality,Station,Temperature,Salinity,Oxygen,ScientificName,IndividualCount,Size,Habitat,Substrate,VernacularName,AphiaID,Area,Density
DSC-12409_488,DSC-12409,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02409.jpg,26.3204,-84.7417,419,8/15/2017,1:12:15 PM,NF-1708,North Reed Site,4,,,,Isididae,1,,",",,bamboo coral,125276,-1,0
DSC-12409_489,DSC-12409,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02409.jpg,26.3204,-84.7417,419,8/15/2017,1:12:15 PM,NF-1708,North Reed Site,4,,,,Bathyalcyon sp.,1,,",",,NA,724717,-1,0
DSC-12409_490,DSC-12409,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02409.jpg,26.3204,-84.7417,419,8/15/2017,1:12:15 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,1,,",",,NA,177839,-1,0
DSC-12411_491,DSC-12411,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02411.jpg,26.3204,-84.7417,419,8/15/2017,1:12:25 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12416_493,DSC-12416,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02416.jpg,26.3204,-84.7416,419,8/15/2017,1:12:35 PM,NF-1708,North Reed Site,4,,,,Anthomastus sp.,1,,",",,mushroom soft coral,125285,-1,0
DSC-12416_492,DSC-12416,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02416.jpg,26.3204,-84.7416,419,8/15/2017,1:12:35 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,2,,",",,NA,125310,-1,0
DSC-12426_334,DSC-12426,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02426.jpg,26.3204,-84.7417,419,8/15/2017,1:12:45 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12426_335,DSC-12426,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02426.jpg,26.3204,-84.7417,419,8/15/2017,1:12:45 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,1,,",",,NA,125310,-1,0
DSC-12431_336,DSC-12431,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02431.jpg,26.3204,-84.7418,419,8/15/2017,1:13:15 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12431_337,DSC-12431,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02431.jpg,26.3204,-84.7418,419,8/15/2017,1:13:15 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,2,,",",,NA,125310,-1,0
DSC-12439_338,DSC-12439,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02439.jpg,26.3204,-84.7418,419,8/15/2017,1:13:25 PM,NF-1708,North Reed Site,4,,,,Isididae,2,,",",,bamboo coral,125276,-1,0
DSC-12439_339,DSC-12439,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02439.jpg,26.3204,-84.7418,419,8/15/2017,1:13:25 PM,NF-1708,North Reed Site,4,,,,Paramuricea sp.,2,,",",,NA,125311,-1,0
DSC-12446_340,DSC-12446,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02446.jpg,26.3205,-84.7419,419,8/15/2017,1:13:45 PM,NF-1708,North Reed Site,4,,,,Paramuricea sp.,1,,",",,NA,125311,-1,0
DSC-12446_341,DSC-12446,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02446.jpg,26.3205,-84.7419,419,8/15/2017,1:13:45 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12446_342,DSC-12446,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02446.jpg,26.3205,-84.7419,419,8/15/2017,1:13:45 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12464_343,DSC-12464,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02464.jpg,26.3205,-84.7419,419,8/15/2017,1:13:55 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12464_344,DSC-12464,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02464.jpg,26.3205,-84.7419,419,8/15/2017,1:13:55 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,7,,",",,NA,125310,-1,0
DSC-12466_916,DSC-12466,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02466.jpg,26.3205,-84.7419,419,8/15/2017,1:14:05 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12466_915,DSC-12466,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02466.jpg,26.3205,-84.7419,419,8/15/2017,1:14:05 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,3,,",",,NA,125310,-1,0
DSC-12470_430,DSC-12470,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02470.jpg,26.3204,-84.7418,419,8/15/2017,1:14:25 PM,NF-1708,North Reed Site,4,,,,Anthomastus sp.,2,,",",,mushroom soft coral,125285,-1,0
DSC-12470_431,DSC-12470,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02470.jpg,26.3204,-84.7418,419,8/15/2017,1:14:25 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,12,,",",,NA,125310,-1,0
DSC-12470_432,DSC-12470,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02470.jpg,26.3204,-84.7418,419,8/15/2017,1:14:25 PM,NF-1708,North Reed Site,4,,,,Porifera,5,,",",,NA,558,-1,0
DSC-12472_433,DSC-12472,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02472.jpg,26.3204,-84.7419,419,8/15/2017,1:14:35 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12472_434,DSC-12472,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02472.jpg,26.3204,-84.7419,419,8/15/2017,1:14:35 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,2,,",",,NA,,-1,0
DSC-12475_435,DSC-12475,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02475.jpg,26.3203,-84.7418,419,8/15/2017,1:14:55 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,2,,",",,NA,125310,-1,0
DSC-12475_437,DSC-12475,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02475.jpg,26.3203,-84.7418,419,8/15/2017,1:14:55 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12475_436,DSC-12475,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02475.jpg,26.3203,-84.7418,419,8/15/2017,1:14:55 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12479_438,DSC-12479,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02479.jpg,26.3203,-84.7418,418,8/15/2017,1:15:05 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12479_439,DSC-12479,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02479.jpg,26.3203,-84.7418,418,8/15/2017,1:15:05 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,22,,",",,NA,125310,-1,0
DSC-12479_440,DSC-12479,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02479.jpg,26.3203,-84.7418,418,8/15/2017,1:15:05 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,2,,",",,NA,177839,-1,0
DSC-12482_329,DSC-12482,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02482.jpg,26.3204,-84.7419,419,8/15/2017,1:15:15 PM,NF-1708,North Reed Site,4,,,,Porifera,4,,",",,NA,558,-1,0
DSC-12482_328,DSC-12482,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02482.jpg,26.3204,-84.7419,419,8/15/2017,1:15:15 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12483_443,DSC-12483,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02483.jpg,26.3204,-84.7419,419,8/15/2017,1:15:25 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12483_444,DSC-12483,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02483.jpg,26.3204,-84.7419,419,8/15/2017,1:15:25 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12484_445,DSC-12484,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02484.jpg,26.3203,-84.7419,418,8/15/2017,1:15:35 PM,NF-1708,North Reed Site,4,,,,Porifera,3,,",",,NA,558,-1,0
DSC-12485_448,DSC-12485,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02485.jpg,26.3203,-84.7418,418,8/15/2017,1:15:45 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,1,,",",,NA,177839,-1,0
DSC-12485_446,DSC-12485,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02485.jpg,26.3203,-84.7418,418,8/15/2017,1:15:45 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,2,,",",,NA,125310,-1,0
DSC-12485_447,DSC-12485,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02485.jpg,26.3203,-84.7418,418,8/15/2017,1:15:45 PM,NF-1708,North Reed Site,4,,,,Porifera,21,,",",,NA,558,-1,0
DSC-12486_449,DSC-12486,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02486.jpg,26.3204,-84.7419,418,8/15/2017,1:15:55 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,6,,",",,NA,125310,-1,0
DSC-12486_450,DSC-12486,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02486.jpg,26.3204,-84.7419,418,8/15/2017,1:15:55 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12488_926,DSC-12488,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02488.jpg,26.3203,-84.7418,418,8/15/2017,1:16:05 PM,NF-1708,North Reed Site,4,,,,Porifera,4,,",",,NA,558,-1,0
DSC-12488_928,DSC-12488,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02488.jpg,26.3203,-84.7418,418,8/15/2017,1:16:05 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,3,,",",,NA,125310,-1,0
DSC-12488_927,DSC-12488,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02488.jpg,26.3203,-84.7418,418,8/15/2017,1:16:05 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,1,,",",,NA,177839,-1,0
DSC-12490_452,DSC-12490,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02490.jpg,26.3202,-84.7417,418,8/15/2017,1:16:15 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12490_451,DSC-12490,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02490.jpg,26.3202,-84.7417,418,8/15/2017,1:16:15 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,8,,",",,NA,125310,-1,0
DSC-12491_248,DSC-12491,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02491.jpg,26.3202,-84.7419,418,8/15/2017,1:16:25 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12491_249,DSC-12491,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02491.jpg,26.3202,-84.7419,418,8/15/2017,1:16:25 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,1,,",",,NA,125310,-1,0
DSC-12494_199,DSC-12494,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02494.jpg,26.3203,-84.7419,418,8/15/2017,1:16:35 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12494_198,DSC-12494,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02494.jpg,26.3203,-84.7419,418,8/15/2017,1:16:35 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12495_212,DSC-12495,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02495.jpg,26.3203,-84.7419,417,8/15/2017,1:16:45 PM,NF-1708,North Reed Site,4,,,,Isididae,1,,",",,bamboo coral,125276,-1,0
DSC-12495_211,DSC-12495,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02495.jpg,26.3203,-84.7419,417,8/15/2017,1:16:45 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,1,,",",,NA,125310,-1,0
DSC-12498_234,DSC-12498,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02498.jpg,26.3203,-84.7419,416,8/15/2017,1:16:55 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12498_233,DSC-12498,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02498.jpg,26.3203,-84.7419,416,8/15/2017,1:16:55 PM,NF-1708,North Reed Site,4,,,,Aquaumbridae,1,,",",,NA,701654,-1,0
DSC-12498_232,DSC-12498,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02498.jpg,26.3203,-84.7419,416,8/15/2017,1:16:55 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,1,,",",,NA,125310,-1,0
DSC-12500_239,DSC-12500,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02500.jpg,26.3203,-84.7419,417,8/15/2017,1:17:05 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,1,,",",,NA,125310,-1,0
DSC-12500_238,DSC-12500,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02500.jpg,26.3203,-84.7419,417,8/15/2017,1:17:05 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12505_88,DSC-12505,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02505.jpg,26.3202,-84.7418,417,8/15/2017,1:17:15 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12505_89,DSC-12505,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02505.jpg,26.3202,-84.7418,417,8/15/2017,1:17:15 PM,NF-1708,North Reed Site,4,,,,Isididae,1,,",",,bamboo coral,125276,-1,0
DSC-12507_91,DSC-12507,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02507.jpg,26.3202,-84.7418,417,8/15/2017,1:17:25 PM,NF-1708,North Reed Site,4,,,,Paramuricea sp.,2,,",",,NA,125311,-1,0
DSC-12507_92,DSC-12507,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02507.jpg,26.3202,-84.7418,417,8/15/2017,1:17:25 PM,NF-1708,North Reed Site,4,,,,Isididae,2,,",",,bamboo coral,125276,-1,0
DSC-12511_104,DSC-12511,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02511.jpg,26.3202,-84.7419,417,8/15/2017,1:17:35 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12514_101,DSC-12514,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02514.jpg,26.3202,-84.7419,417,8/15/2017,1:17:45 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12514_103,DSC-12514,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02514.jpg,26.3202,-84.7419,417,8/15/2017,1:17:45 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12514_102,DSC-12514,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02514.jpg,26.3202,-84.7419,417,8/15/2017,1:17:45 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12515_99,DSC-12515,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02515.jpg,26.3202,-84.7418,418,8/15/2017,1:17:55 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,2,,",",,NA,,-1,0
DSC-12515_100,DSC-12515,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02515.jpg,26.3202,-84.7418,418,8/15/2017,1:17:55 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12517_106,DSC-12517,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02517.jpg,26.3201,-84.7417,418,8/15/2017,1:18:05 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,2,,",",,NA,125310,-1,0
DSC-12517_105,DSC-12517,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02517.jpg,26.3201,-84.7417,418,8/15/2017,1:18:05 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12517_107,DSC-12517,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02517.jpg,26.3201,-84.7417,418,8/15/2017,1:18:05 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,1,,",",,NA,177839,-1,0
DSC-12519_72,DSC-12519,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02519.jpg,26.3203,-84.7421,417,8/15/2017,1:18:15 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12519_73,DSC-12519,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02519.jpg,26.3203,-84.7421,417,8/15/2017,1:18:15 PM,NF-1708,North Reed Site,4,,,,Porifera,2,,",",,NA,558,-1,0
DSC-12519_74,DSC-12519,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02519.jpg,26.3203,-84.7421,417,8/15/2017,1:18:15 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12520_77,DSC-12520,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02520.jpg,26.3202,-84.742,417,8/15/2017,1:18:25 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12520_76,DSC-12520,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02520.jpg,26.3202,-84.742,417,8/15/2017,1:18:25 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12520_75,DSC-12520,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02520.jpg,26.3202,-84.742,417,8/15/2017,1:18:25 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,9,,",",,NA,125310,-1,0
DSC-12522_78,DSC-12522,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02522.jpg,26.3203,-84.7421,417,8/15/2017,1:18:35 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,2,,",",,NA,,-1,0
DSC-12525_80,DSC-12525,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02525.jpg,26.3202,-84.742,415,8/15/2017,1:18:45 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12525_79,DSC-12525,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02525.jpg,26.3202,-84.742,415,8/15/2017,1:18:45 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,3,,",",,NA,125310,-1,0
DSC-12529_81,DSC-12529,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02529.jpg,26.3203,-84.7421,416,8/15/2017,1:19:05 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12529_82,DSC-12529,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02529.jpg,26.3203,-84.7421,416,8/15/2017,1:19:05 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12529_83,DSC-12529,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02529.jpg,26.3203,-84.7421,416,8/15/2017,1:19:05 PM,NF-1708,North Reed Site,4,,,,Porifera,5,,",",,NA,558,-1,0
DSC-12532_85,DSC-12532,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02532.jpg,26.3203,-84.7422,416,8/15/2017,1:19:15 PM,NF-1708,North Reed Site,4,,,,Porifera,4,,",",,NA,558,-1,0
DSC-12532_84,DSC-12532,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02532.jpg,26.3203,-84.7422,416,8/15/2017,1:19:15 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12534_87,DSC-12534,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02534.jpg,26.3203,-84.7421,417,8/15/2017,1:19:25 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12534_86,DSC-12534,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02534.jpg,26.3203,-84.7421,417,8/15/2017,1:19:25 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,3,,",",,NA,,-1,0
DSC-12537_111,DSC-12537,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02537.jpg,26.3203,-84.7422,417,8/15/2017,1:19:45 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,1,,",",,NA,125310,-1,0
DSC-12537_108,DSC-12537,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02537.jpg,26.3203,-84.7422,417,8/15/2017,1:19:45 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12537_109,DSC-12537,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02537.jpg,26.3203,-84.7422,417,8/15/2017,1:19:45 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,2,,",",,NA,,-1,0
DSC-12537_110,DSC-12537,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02537.jpg,26.3203,-84.7422,417,8/15/2017,1:19:45 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,3,,",",,NA,177839,-1,0
DSC-12542_70,DSC-12542,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02542.jpg,26.3201,-84.742,416,8/15/2017,1:20:05 PM,NF-1708,North Reed Site,4,,,,Porifera,4,,",",,NA,558,-1,0
DSC-12542_71,DSC-12542,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02542.jpg,26.3201,-84.742,416,8/15/2017,1:20:05 PM,NF-1708,North Reed Site,4,,,,Porifera,3,,",",,NA,558,-1,0
DSC-12546_93,DSC-12546,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02546.jpg,26.3202,-84.742,414,8/15/2017,1:20:25 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,7,,",",,NA,,-1,0
DSC-12547_94,DSC-12547,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02547.jpg,26.3201,-84.742,415,8/15/2017,1:20:35 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,8,,",",,NA,,-1,0
DSC-12553_96,DSC-12553,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02553.jpg,26.3201,-84.742,415,8/15/2017,1:20:45 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,1,,",",,NA,,-1,0
DSC-12553_95,DSC-12553,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02553.jpg,26.3201,-84.742,415,8/15/2017,1:20:45 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12556_38,DSC-12556,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02556.jpg,26.3201,-84.742,417,8/15/2017,1:20:55 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12556_35,DSC-12556,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02556.jpg,26.3201,-84.742,417,8/15/2017,1:20:55 PM,NF-1708,North Reed Site,4,,,,Leiopathes glaberrima,1,,",",,NA,103326,-1,0
DSC-12556_37,DSC-12556,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02556.jpg,26.3201,-84.742,417,8/15/2017,1:20:55 PM,NF-1708,North Reed Site,4,,,,Plumarella sp.,1,,",",,NA,177839,-1,0
DSC-12556_36,DSC-12556,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02556.jpg,26.3201,-84.742,417,8/15/2017,1:20:55 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,3,,",",,NA,125310,-1,0
DSC-12559_98,DSC-12559,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02559.jpg,26.3199,-84.7421,419,8/15/2017,1:21:15 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,3,,",",,NA,,-1,0
DSC-12559_97,DSC-12559,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02559.jpg,26.3199,-84.7421,419,8/15/2017,1:21:15 PM,NF-1708,North Reed Site,4,,,,Porifera,1,,",",,NA,558,-1,0
DSC-12561_66,DSC-12561,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02561.jpg,26.3199,-84.742,418,8/15/2017,1:21:25 PM,NF-1708,North Reed Site,4,,,,Muriceides sp.,6,,",",,NA,125310,-1,0
DSC-12561_65,DSC-12561,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02561.jpg,26.3199,-84.742,418,8/15/2017,1:21:25 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,3,,",",,NA,,-1,0
DSC-12564_62,DSC-12564,F:\NF-17-08\05_ROV files\ROV photos\Dive_03\HD cam stills\DSC02564.jpg,26.3201,-84.7422,418,8/15/2017,1:21:35 PM,NF-1708,North Reed Site,4,,,,Stylasteridae,4,,",",,NA,,-1,0
